Address,Date,Guest_review,Hotel_name,Max_price,Price,Star_rating
"250 Monsignor O'Brien Hwy,Boston,MA",3Dec,4.2,Holiday Inn Express Hotel and Suites Cambridge,"Rs16,644","Rs7,607",2.5 stars
"920 Broadway,Boston,MA",3Dec,3.8,Red Roof PLUS+ Boston - Logan,"Rs6,176","Rs5,559",2.5 stars
"69 Boston St,Boston,MA",3Dec,4.1,Holiday Inn Express Boston,"Rs22,690","Rs6,762",2.5 stars
"319 Speen St,Boston,MA",3Dec,4.2,Hampton Inn Boston Natick,"Rs11,638","Rs8,133",2.5 stars
"1800 Soldiers Field Road,Boston,MA",3Dec,3.2,Charles River Motel,"Rs6,263","Rs5,619",2.5 stars
"130 Middlesex Tpke,Boston,MA",3Dec,4.0,Candlewood Suites Boston-Burlington,"Rs6,176","Rs5,851",2.5 stars
"29 Hancock St,Boston,MA",3Dec,3.6,Best Western Adams Inn Quincy-Boston,"Rs12,938","Rs6,236",2.5 stars
"14 Hill St,Boston,MA",3Dec,4.1,Comfort Inn Woburn,"Rs5,471","Rs5,471",2.5 stars
"1 Rainin Road,Boston,MA",3Dec,3.6,Best Western Plus New Englander,"Rs5,471","Rs5,471",2.5 stars
"999 Broadway,Boston,MA",3Dec,3.9,Holiday Inn Express Saugus (Logan Airport),"Rs6,046","Rs4,837",2.5 stars
"78 Charles Street South,Boston,MA",3Dec,3.3,Found Hotel Boston Common,"Rs6,963","Rs6,963",2.5 stars
"191 Monsignor O'Brien Highway,Boston,MA",3Dec,4.2,Hampton Inn by Hilton Boston/Cambridge,"Rs22,040","Rs7,968",2.5 stars
"62-64 Amory Street,Boston,MA",3Dec,3.4,Amory Guest House,"Rs7,802","Rs5,981",2.5 stars
"235 Wood Rd,Boston,MA",3Dec,4.0,Candlewood Suites Boston-Braintree,"Rs9,101","Rs7,281",2.5 stars
"20 Rockdale St,Boston,MA",3Dec,3.0,Extended Stay America Boston - Braintree,"Rs7,274","Rs6,527",2.5 stars
"56 Berkeley St,Boston,MA",3Dec,4.5,Chandler Studios Boston,"Rs22,040","Rs9,523",2.5 stars
"200 Jubilee Dr,Boston,MA",3Dec,3.1,Extended Stay America - Boston - Peabody,"Rs7,476","Rs6,728",2.5 stars
"81 S Huntington Ave,Boston,MA",3Dec,4.3,"enVision Hotel Boston Longwood, an Ascend Collection Member","Rs8,133","Rs8,133",2.5 stars
"891 Massachusetts Ave,Boston,MA",3Dec,3.6,Best Western Plus Boston Hotel,"Rs19,374","Rs6,024",2.5 stars
"40 South Ave,Boston,MA",3Dec,2.7,Extended Stay America - Boston - Burlington,"Rs6,958","Rs6,243",2.5 stars
"40 Bridge Street,Boston,MA",3Dec,3.7,Clipper Ship Inn,"Rs9,102","Rs7,568",2 stars
"19 Stuart Street,Boston,MA",3Dec,4.4,HI Boston,"Rs6,468","Rs6,468",2 stars
"845 Hancock St,Boston,MA",3Dec,4.2,Howard Johnson Quincy,"Rs8,777","Rs5,803",2 stars
"775 Providence Highway,Boston,MA",3Dec,3.0,Econo Lodge Sharon,"Rs4,973","Rs4,973",2 stars
"30 North Road,Boston,MA",3Dec,3.1,Bedford Motel,"Rs4,982","Rs4,982",2 stars
"110 Mount Auburn Street,Boston,MA",3Dec,3.9,Harvard Square Hotel,"Rs14,888","Rs13,181",2 stars
"219 Newbury Street,Boston,MA",3Dec,3.1,Knights Inn Danvers,"Rs4,811","Rs3,836",2 stars
"150 3rd Ave,Boston,MA",3Dec,3.1,The Constitution Inn,"Rs10,151","Rs6,016",2 stars
"125 Newbury Street,Boston,MA",3Dec,2.6,Plaza Inn,"Rs7,087","Rs4,226",2 stars
"595 North Ave,Boston,MA",3Dec,3.4,Lakeside Inn,"Rs5,702","Rs4,824",2 stars
"309 American Legion Hwy., Route 60 West,Boston,MA",3Dec,3.0,Rodeway Inn Logan International Airport,"Rs5,786","Rs4,486",2 stars
"100 N Beacon St,Boston,MA",3Dec,2.7,Super 8 - Watertown/Cambridge/Boston Area,"Rs6,111","Rs6,111",2 stars
"23 Farrington Avenue,Boston,MA",3Dec,2.6,The Farrington Inn,"Rs5,136","Rs3,186",1.5 star
"321 Broadway,Boston,MA",3Dec,2.3,Econo Lodge Malden,"Rs7,151","Rs5,786",1.5 star
"65 Newbury Street/US Route 1 North,Boston,MA",3Dec,2.8,Motel 6 Boston - Danvers,"Rs4,810","Rs4,550",1.5 star
"2 Hildreth Street,Boston,MA",3Dec,4.5,Fletcher Tavern Bed & Breakfast,"Rs7,252","Rs7,252",4.5 stars
"28 Patriot Place,Boston,MA",3Dec,4.3,Renaissance Boston Patriot Place Hotel,"Rs27,242","Rs9,362",4 stars
"1657 Worcester Rd,Boston,MA",3Dec,3.9,Sheraton Framingham Hotel & Conference Center,"Rs13,149","Rs6,024",3.5 stars
"4 Chapel Ave,Boston,MA",3Dec,4.6,Andover Inn,"Rs15,539","Rs11,289",3.5 stars
"4 Highwood Drive,Boston,MA",3Dec,3.9,Holiday Inn Tewksbury Andover,"Rs8,062","Rs6,632",3.5 stars
"7 Beaver Dam Road,Boston,MA",3Dec,4.2,The Inn At Scituate Harbor,"Rs9,427","Rs9,427",3.5 stars
"123 Old River Rd,Boston,MA",3Dec,4.2,DoubleTree by Hilton Hotel Boston-Andover,"Rs13,588","Rs11,059",3.5 stars
"1360 Worcester St,Boston,MA",3Dec,4.2,Crowne Plaza Boston-Natick,"Rs11,378","Rs8,322",3.5 stars
"27 Patriot Place,Boston,MA",3Dec,4.7,Hilton Garden Inn Foxborough Patriot Place,"Rs27,891","Rs9,203",3 stars
"10 Campanelli Dr,Boston,MA",3Dec,4.1,Courtyard by Marriott Boston Andover,"Rs17,490","Rs7,932",3 stars
